S.No.,Discom,Zone,Circle,Division,DistributionSub-StationName,NameIncomingFeeder,NameOutgoingFeeder,FeederCode,FeederVoltage,CategoryFeeder,SupplyArea,ProjectArea,MeterMakeType,MeterSlNo,OverallMF,MappedEDD,Status
1283,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD V UNNAO HASANGANJ,SOHRAMAU_332545,INC-1,SEA HAWK_33252510858SAK,33252510858SAK,11,INDEPENDENT,OTHERS,RURAL,LNT,18056323,0.001,EDD V UNNAO HASANGANJ,Active
1284,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD V UNNAO HASANGANJ,MIYAGANJ_332545,INC-2,KURSATH_33254230382KRH,33254230382KRH,11,MIXED ABOVE 50%,OTHERS,RURAL,SECURE,X2239237,0.06,EDD V UNNAO HASANGANJ,Active
1285,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD V UNNAO HASANGANJ,AURAS_332545,INC-2,AURAS_33252230379AUS,33252230379AUS,11,MIXED ABOVE 50%,OTHERS,IPDS,SECURE,XC433666,0.001,EDD V UNNAO HASANGANJ,Active
1286,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD IV UNNAO BANGARMAU,SAFIPUR_332544,INC-1,PARIYAR_33254220383PRR,33254220383PRR,11,OTHER,OTHERS,RURAL,SECURE,X1378610,0.001,EDD IV UNNAO BANGARMAU,Active
1287,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD III UNNAO PURWA,PAATAN TEHSEEL_332543,INC-2,TAHSIL_33254130302THL,33254130302THL,11,MIXED ABOVE 50%,TEHSIL HQ,TEHSIL,LNT,14036896,0.001,EDD III UNNAO PURWA,Active
1288,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SHAHABAD,PIHANI_332413,INC-1,J. N. VIDHYALYA_33241320527JDA,33241320527JDA,11,OTHER,OTHERS,RURAL,SECURE,XC480113,0.06,EDD SHAHABAD,Active
1289,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SHAHABAD,GOPAMAU_332413,INC-2,GOPAMAU MATHERA_33241320527GMA,33241320527GMA,11,Other,OTHERS,IPDS,SECURE,XC434654,1,EDD SHAHABAD,Active
1290,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SHAHABAD,GOPAMAU_332413,INC-1,TANDORKHERA_33241320527TOA,33241320527TOA,11,Other,OTHERS,RURAL,HPL,352616,0.02,EDD SHAHABAD,Active
1291,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SHAHABAD,CHATIYA_332413,INC-1,KIAMI_33241320526KII,33241320526KII,11,OTHER,OTHERS,RURAL,SECURE,XE473332,0.06,EDD SHAHABAD,Active
1292,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SHAHABAD,ALAMNAGAR_332413,INC-2,ALAMNAGAR_33241320523AMR,33241320523AMR,11,Other,OTHERS,RURAL,SECURE,XG439562,0.06,EDD SHAHABAD,Active
