S.No.,Discom,Zone,Circle,Division,DistributionSub-StationName,NameIncomingFeeder,NameOutgoingFeeder,FeederCode,FeederVoltage,CategoryFeeder,SupplyArea,ProjectArea,MeterMakeType,MeterSlNo,OverallMF,MappedEDD,Status
119,KESCO,KESCO,CIRCLE I,NAWABGANJ,B.S.PARK,INC-2,KDA,51331320024L68,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,50010443,0.06,NAWABGANJ,Active
120,KESCO,KESCO,CIRCLE I,NAWABGANJ,BHAIRO GHAT,INC-1,RAJEEV PETROL PUMP,51331310022L21,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,X1330015,0.06,NAWABGANJ,Active
121,KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,GIC,INC-2,LAKAR MANDI,51331210002D11,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,X0362271,0.06,ELECTRICITY HOUSE,Active
122,KESCO,KESCO,CIRCLE I,ELECTRICITY HOUSE,RPH OLD GWAL TOLI,INC-1,SUTER GANJ,51331230001D15,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,XB455730,1.5,ELECTRICITY HOUSE,Active
123,KESCO,KESCO,CIRCLE I,ALOO MANDI,ALOOMANDI,INC-2,ELGIN,51331110032A18,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,UPP51366,2,ALOO MANDI,Active
124,KESCO,KESCO,CIRCLE I,ALOO MANDI,ALOOMANDI,INC-2,M-18B BANS MANDI,51331110032A11,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,UPP51361,2,ALOO MANDI,Active
125,KESCO,KESCO,CIRCLE I,ALOO MANDI,ALOOMANDI,INC-1,MANJUSHREE,51331110032A29,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,X0692299,0.06,ALOO MANDI,Active
126,KESCO,KESCO,CIRCLE III,NAUBASTA,K BLOCK,INC-1,PANCHSHEEL,51333520070K46,11,OTHER,DISTRICT HQ,IPDS,SECURE,UPP51399,2,NAUBASTA,Active
127,KESCO,KESCO,CIRCLE III,HARRIS GANJ,ROOMA UPSIDC,INC-1,TIRANGA FACTORY,51333220058G29,11,INDUSTRIAL ABOVE 75%,DISTRICT HQ,IPDS,SECURE,X0271221,1,HARRIS GANJ,Active
128,KESCO,KESCO,CIRCLE III,HARRIS GANJ,RING ROAD,INC-3,RAMA DEVI,51333220056G19,11,OTHER,DISTRICT HQ,IPDS,SECURE,XC461182,1,HARRIS GANJ,Active
129,KESCO,KESCO,CIRCLE II,GOVIND NAGAR,DABAULI,INC-2,OLD GUJAINI,51332310045U16,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,X0271247,1,GOVIND NAGAR,Active
